Product_URL,Product_Image_URL,Product_Tagging,Product_Name,Product_Description,Original_Price,Discount_Price,Sizes_Available,Vouchers,Available_Colors,Color_Shown,Style_Code,Rating_Score,Review_Count
https://www.nike.com/ph/t/tiempo-legend-10-elite-low-top-football-boot-F47h5D/DV4328-003,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ba3d5431-7d4f-466f-992c-1adf5e2c1810/LEGEND+10+ELITE+FG.png",Standard,Nike Tiempo Legend 10 Elite,Recycled Materials,"₱12,295","₱11,066",5-12,,2 Colours,Multi-Color,NK3526-832,4.0,268
https://www.nike.com/ph/t/tiempo-legend-10-elite-low-top-football-boot-F47h5D/DV4328-003,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ba3d5431-7d4f-466f-992c-1adf5e2c1810/LEGEND+10+ELITE+FG.png",Standard,Nike Tiempo Legend 10 Elite,Recycled Materials,"₱12,295","₱11,066",6-13,10% off,2 Colours,Red,NK3115-251,4.9,694
https://www.nike.com/ph/t/air-jordan-5-retro-soft-pink-shoes-Ngr62zp4/HQ7978-102,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6087eda1-2dd5-40f7-8f55-462b91524bf9/AIR+JORDAN+5+RETRO+OG.png",Standard,Air Jordan 5 Retro 'Medium Soft Pink',Air Jordan 5 Retro 'Medium Soft Pink',"₱11,995","₱10,795.50",5-11,20% off,5 Colours,Multi-Color,NK6956-604,4.8,403
https://www.nike.com/ph/t/air-jordan-5-retro-soft-pink-shoes-Ngr62zp4/HQ7978-102,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6087eda1-2dd5-40f7-8f55-462b91524bf9/AIR+JORDAN+5+RETRO+OG.png",Standard,Air Jordan 5 Retro 'Medium Soft Pink',Air Jordan 5 Retro 'Medium Soft Pink',"₱11,995","₱10,795.50",5-11,,4 Colours,Black/White,NK8761-980,3.7,266
https://www.nike.com/ph/t/air-jordan-11-retro-pearl-shoes-4x2Pv2/AR0715-110,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a6417867-ec3e-4679-a1da-b03cd6e39d3e/WMNS+AIR+JORDAN+11+RETRO.png",Standard,Air Jordan 11 Retro 'Pearl',Air Jordan 11 Retro 'Pearl',"₱11,895","₱10,705.50",5-13,20% off,3 Colours,Red,NK7659-190,4.0,681
https://www.nike.com/ph/t/air-jordan-11-retro-pearl-shoes-4x2Pv2/AR0715-110,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a6417867-ec3e-4679-a1da-b03cd6e39d3e/WMNS+AIR+JORDAN+11+RETRO.png",Standard,Air Jordan 11 Retro 'Pearl',Air Jordan 11 Retro 'Pearl',"₱11,895","₱10,705.50",6-13,10% off,5 Colours,Blue,NK2549-772,3.8,199
https://www.nike.com/ph/t/kobe-9-low-basketball-shoes-Up4tSTpB/IH1400-600,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4776e12d-4b91-448a-878c-9c6b1553691c/KOBE+IX+EM+PROTRO.png",Standard,Kobe 9 Low,Kobe 9 Low,"₱10,295","₱9,265.50",6-14,,4 Colours,White,NK3046-390,4.8,97
https://www.nike.com/ph/t/kobe-9-low-basketball-shoes-Up4tSTpB/IH1400-600,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4776e12d-4b91-448a-878c-9c6b1553691c/KOBE+IX+EM+PROTRO.png",Standard,Kobe 9 Low,Kobe 9 Low,"₱10,295","₱9,265.50",6-14,20% off,2 Colours,White,NK8501-594,4.0,687
https://www.nike.com/ph/t/kobe-ix-elite-low-protro-basketball-shoes-55edJFf8/IM0465-500,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b358a2c5-4168-4825-a8ef-f038e00e0867/KOBE+IX+ELITE+LOW+PROTRO.png",Standard,Kobe IX Elite Low Protro,Kobe IX Elite Low Protro,"₱11,995","₱10,795.50",6-14,15% off,2 Colours,White,NK7388-133,4.8,78
https://www.nike.com/ph/t/kobe-ix-elite-low-protro-basketball-shoes-55edJFf8/IM0465-500,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b358a2c5-4168-4825-a8ef-f038e00e0867/KOBE+IX+ELITE+LOW+PROTRO.png",Standard,Kobe IX Elite Low Protro,Kobe IX Elite Low Protro,"₱11,995","₱10,795.50",7-14,,2 Colours,Black,NK6938-125,4.3,105
https://www.nike.com/ph/t/zoom-vomero-5-shoes-8m9brL/FJ4151-003,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4ee1d6f1-5efc-4e2a-84a6-7e40b02de73d/NIKE+ZOOM+VOMERO+5.png",Standard,Nike Zoom Vomero 5,Nike Zoom Vomero 5,"₱8,895","₱8,006",5-11,10% off,4 Colours,Black,NK3347-878,4.8,229
https://www.nike.com/ph/t/zoom-vomero-5-shoes-8m9brL/FJ4151-003,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4ee1d6f1-5efc-4e2a-84a6-7e40b02de73d/NIKE+ZOOM+VOMERO+5.png",Standard,Nike Zoom Vomero 5,Nike Zoom Vomero 5,"₱8,895","₱8,006",6-13,,1 Colours,Red,NK9761-473,3.8,201
https://www.nike.com/ph/t/air-max-95-big-bubble-valentines-day-shoes-WPuOyXTt/IB8155-600,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3e6e5dd9-5e5c-4706-9e56-cfdbc0a44a59/W+NIKE+AIR+MAX+95+BIG+BUBBLE.png",Standard,Nike Air Max 95 Big Bubble 'Valentine's Day',Nike Air Max 95 Big Bubble 'Valentine's Day',"₱10,295","₱9,265.50",7-14,15% off,1 Colours,Black/White,NK7502-932,4.0,137
https://www.nike.com/ph/t/air-max-95-big-bubble-valentines-day-shoes-WPuOyXTt/IB8155-600,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3e6e5dd9-5e5c-4706-9e56-cfdbc0a44a59/W+NIKE+AIR+MAX+95+BIG+BUBBLE.png",Standard,Nike Air Max 95 Big Bubble 'Valentine's Day',Nike Air Max 95 Big Bubble 'Valentine's Day',"₱10,295","₱9,265.50",6-13,,1 Colours,Multi-Color,NK3918-682,3.9,725
https://www.nike.com/ph/t/dri-fit-adv-rise-structured-swooshflex-cap-kcTlKG/FB5633-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c74ac236-14c7-49ed-9ec5-d633e50ddb9e/U+NK+DFADV+RISE+CAP+S+AB+SF+P.png",Standard,Nike Dri-FIT ADV Rise,Recycled Materials,"₱1,295",₱907,7-14,,5 Colours,White,NK3713-847,4.1,122
https://www.nike.com/ph/t/dri-fit-adv-rise-structured-swooshflex-cap-kcTlKG/FB5633-010,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c74ac236-14c7-49ed-9ec5-d633e50ddb9e/U+NK+DFADV+RISE+CAP+S+AB+SF+P.png",Standard,Nike Dri-FIT ADV Rise,Recycled Materials,"₱1,295",₱907,5-12,10% off,4 Colours,Multi-Color,NK3766-696,4.4,139
https://www.nike.com/ph/t/air-jordan-4-retro-shoes-AvPVnR8r/HV0823-200,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3ec6ce6a-e0c8-48dc-ae6c-98954d22918a/WMNS+AIR+JORDAN+4+RETRO.png",Standard,Air Jordan 4 Retro,Air Jordan 4 Retro,"₱12,095","₱10,885.50",6-13,10% off,2 Colours,Multi-Color,NK3394-516,3.6,650
https://www.nike.com/ph/t/air-jordan-4-retro-shoes-AvPVnR8r/HV0823-200,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3ec6ce6a-e0c8-48dc-ae6c-98954d22918a/WMNS+AIR+JORDAN+4+RETRO.png",Standard,Air Jordan 4 Retro,Air Jordan 4 Retro,"₱12,095","₱10,885.50",5-12,10% off,1 Colours,White,NK4218-498,4.4,431
https://www.nike.com/ph/t/air-jordan-mule-golf-shoes-RHRFBC/FJ1214-800,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/50726e82-5f52-49c3-af66-beab206fc0ba/AIR+JORDAN+MULE.png",Standard,Air Jordan Mule,Air Jordan Mule,"₱5,495","₱3,847",7-14,15% off,3 Colours,Black/White,NK1542-823,3.8,319
https://www.nike.com/ph/t/air-jordan-mule-golf-shoes-RHRFBC/FJ1214-800,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/50726e82-5f52-49c3-af66-beab206fc0ba/AIR+JORDAN+MULE.png",Standard,Air Jordan Mule,Air Jordan Mule,"₱5,495","₱3,847",7-14,10% off,5 Colours,Black/White,NK3620-500,3.7,707
https://www.nike.com/ph/t/air-jordan-3-retro-el-vuelo-shoes-3F7dd3eq/IO1752-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4b29d971-794f-4c87-af2c-2bd4632ae5fc/AIR+JORDAN+3+RETRO+MEX.png",Standard,Air Jordan 3 Retro 'El Vuelo',Air Jordan 3 Retro 'El Vuelo',"₱12,595","₱11,335.50",6-13,10% off,5 Colours,Blue,NK4432-271,4.2,498
https://www.nike.com/ph/t/air-jordan-3-retro-el-vuelo-shoes-3F7dd3eq/IO1752-100,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4b29d971-794f-4c87-af2c-2bd4632ae5fc/AIR+JORDAN+3+RETRO+MEX.png",Standard,Air Jordan 3 Retro 'El Vuelo',Air Jordan 3 Retro 'El Vuelo',"₱12,595","₱11,335.50",7-14,20% off,1 Colours,Black,NK7542-751,4.2,253
https://www.nike.com/ph/t/sb-force-58-skate-shoe-HNFTvl/CZ2959-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3ca0e8ff-9564-46b0-a808-072cc0e8053a/NIKE+SB+FORCE+58.png",Standard,Nike SB Force 58,Nike SB Force 58,"₱3,895","₱2,727",5-12,20% off,5 Colours,White,NK8483-164,4.2,719
https://www.nike.com/ph/t/sb-force-58-skate-shoe-HNFTvl/CZ2959-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3ca0e8ff-9564-46b0-a808-072cc0e8053a/NIKE+SB+FORCE+58.png",Standard,Nike SB Force 58,Nike SB Force 58,"₱3,895","₱2,727",5-12,20% off,5 Colours,Multi-Color,NK4039-808,4.4,696
https://www.nike.com/ph/t/kobe-iii-protro-basketball-shoes-tuq4XG91/IQ5338-400,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0370d591-293f-472f-a049-d80f27b29834/KOBE+III+PROTRO.png",Standard,Kobe III Protro,Kobe III Protro,"₱11,495","₱10,345.50",5-12,10% off,4 Colours,Black,NK2090-779,3.6,673
https://www.nike.com/ph/t/kobe-iii-protro-basketball-shoes-tuq4XG91/IQ5338-400,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0370d591-293f-472f-a049-d80f27b29834/KOBE+III+PROTRO.png",Standard,Kobe III Protro,Kobe III Protro,"₱11,495","₱10,345.50",5-12,15% off,5 Colours,Multi-Color,NK1317-965,4.6,126
https://www.nike.com/ph/t/zoom-vomero-5-shoes-with-reflective-design-accents-TbYD7yr7/IB8929-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6fae04a2-a53e-4490-96d0-79421d76c14e/W+NIKE+ZOOM+VOMERO+5.png",Standard,Nike Zoom Vomero 5,Nike Zoom Vomero 5,"₱8,895","₱7,116",5-13,20% off,5 Colours,Blue,NK9620-678,4.6,785
https://www.nike.com/ph/t/zoom-vomero-5-shoes-with-reflective-design-accents-TbYD7yr7/IB8929-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6fae04a2-a53e-4490-96d0-79421d76c14e/W+NIKE+ZOOM+VOMERO+5.png",Standard,Nike Zoom Vomero 5,Nike Zoom Vomero 5,"₱8,895","₱7,116",5-11,20% off,3 Colours,Black,NK4417-831,4.1,641
https://www.nike.com/ph/t/phantom-6-low-elite-football-boot-9gEyAXu4/IH3737-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1ed3c346-7043-43ad-a66c-21a304e305fb/PHANTOM+6+LOW+ELITE+LE+FG.png",Standard,Nike Phantom 6 Low Elite,Nike Phantom 6 Low Elite,"₱15,695","₱10,987",6-14,,3 Colours,Red,NK6327-999,4.4,618
https://www.nike.com/ph/t/phantom-6-low-elite-football-boot-9gEyAXu4/IH3737-001,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/1ed3c346-7043-43ad-a66c-21a304e305fb/PHANTOM+6+LOW+ELITE+LE+FG.png",Standard,Nike Phantom 6 Low Elite,Nike Phantom 6 Low Elite,"₱15,695","₱10,987",5-11,15% off,5 Colours,Black/White,NK5785-492,4.0,53
https://www.nike.com/ph/t/p-6000-shoes-Cf06tP/BV1021-110,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a7bc37b1-0ea2-4eea-9b52-84f1f4e4f2fa/W+NIKE+P-6000.png",Standard,Nike P-6000,Nike P-6000,"₱6,195","₱5,575.50",6-14,15% off,4 Colours,Blue,NK9853-333,3.5,95
https://www.nike.com/ph/t/p-6000-shoes-Cf06tP/BV1021-110,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a7bc37b1-0ea2-4eea-9b52-84f1f4e4f2fa/W+NIKE+P-6000.png",Standard,Nike P-6000,Nike P-6000,"₱6,195","₱5,575.50",6-13,,4 Colours,Red,NK9421-483,4.7,115
https://www.nike.com/ph/t/p-6000-suede-shoes-0spVfw/HF0015-204,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/02ee4642-a89d-4ba0-931d-6a32ca8aadab/NIKE+P-6000+SE.png",Standard,Nike P-6000 Suede,Nike P-6000 Suede,"₱6,195","₱4,956",6-13,,1 Colours,Blue,NK6668-853,4.4,290
https://www.nike.com/ph/t/p-6000-suede-shoes-0spVfw/HF0015-204,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/02ee4642-a89d-4ba0-931d-6a32ca8aadab/NIKE+P-6000+SE.png",Standard,Nike P-6000 Suede,Nike P-6000 Suede,"₱6,195","₱4,956",7-14,15% off,3 Colours,Multi-Color,NK9324-765,3.7,742
https://www.nike.com/ph/t/kobe-ix-elite-low-em-protro-basketball-shoes-ADgjePNG/IH1401-500,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b9ee97db-77e7-4425-8004-4e916f269a52/KOBE+IX+ELITE+LOW+EM+PROTRO.png",Standard,Kobe IX Elite Low EM Protro,+2,"₱10,295","₱9,265.50",5-12,,5 Colours,Black/White,NK6367-869,4.7,235
https://www.nike.com/ph/t/kobe-ix-elite-low-em-protro-basketball-shoes-ADgjePNG/IH1401-500,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b9ee97db-77e7-4425-8004-4e916f269a52/KOBE+IX+ELITE+LOW+EM+PROTRO.png",Standard,Kobe IX Elite Low EM Protro,+2,"₱10,295","₱9,265.50",5-12,,1 Colours,Black/White,NK9784-615,3.7,165
https://www.nike.com/ph/t/air-max-moto-2k-shoes-qC72G4Zu/IO9279-200,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/81fe1d9a-cdb4-42ce-b2b2-7af6dccc8469/NIKE+AIR+MAX+MOTO+2K.png",Standard,Nike Air Max Moto 2K,Nike Air Max Moto 2K,"₱7,295","₱5,836",5-11,15% off,3 Colours,Red,NK5035-837,4.6,757
https://www.nike.com/ph/t/air-max-moto-2k-shoes-qC72G4Zu/IO9279-200,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/81fe1d9a-cdb4-42ce-b2b2-7af6dccc8469/NIKE+AIR+MAX+MOTO+2K.png",Standard,Nike Air Max Moto 2K,Nike Air Max Moto 2K,"₱7,295","₱5,836",5-11,,3 Colours,Multi-Color,NK2264-247,3.7,150
https://www.nike.com/ph/t/air-jordan-1-low-shoes-6Q1tFM/553558-606,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/50ce45be-3926-4e9e-a26b-d8cb71a2a9a3/AIR+JORDAN+1+LOW.png",Standard,Air Jordan 1 Low,+9,"₱6,395","₱5,755.50",5-13,,5 Colours,Multi-Color,NK7030-898,3.5,187
https://www.nike.com/ph/t/air-jordan-1-low-shoes-6Q1tFM/553558-606,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/50ce45be-3926-4e9e-a26b-d8cb71a2a9a3/AIR+JORDAN+1+LOW.png",Standard,Air Jordan 1 Low,+9,"₱6,395","₱5,755.50",6-13,,1 Colours,Multi-Color,NK8017-594,4.4,369
https://www.nike.com/ph/t/gt-cut-4-ep-basketball-shoes-CbHIE0Sv/IB6728-100,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/d51758d0-2196-41cb-a431-43b667eb41ec/G.T.+CUT+4+CNY+EP.png,Standard,Nike G.T. Cut 4 EP,Nike G.T. Cut 4 EP,"₱11,995","₱10,795.50",5-13,,1 Colours,Red,NK8302-719,4.3,139
https://www.nike.com/ph/t/gt-cut-4-ep-basketball-shoes-CbHIE0Sv/IB6728-100,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/d51758d0-2196-41cb-a431-43b667eb41ec/G.T.+CUT+4+CNY+EP.png,Standard,Nike G.T. Cut 4 EP,Nike G.T. Cut 4 EP,"₱11,995","₱10,795.50",6-14,15% off,5 Colours,Black/White,NK5942-794,3.7,493
